Product Name,Image 1 Link,Image 2 Link,Product Description,Original Price,After Sale,Product Details
Al Ameed Cofee ALAMEED American 420 g (Pack of 1),https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/56.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/57.png,"Al Ameed Coffee - American offers a rich and smooth flavor profile, perfect for those who enjoy a classic American coffee experience. This blend is expertly crafted to deliver a satisfying taste that can be enjoyed any time of the day.
",57.96,,"Features:
Flavor Profile: Smooth and well-balanced with a rich aroma, ideal for coffee lovers who prefer a traditional American style.
Versatile Use: Suitable for various brewing methods, including drip coffee makers, French presses, and pour-over systems.
Quality Beans: Made with high-quality Arabica beans to ensure a delicious cup every time.
Convenient Packaging: Comes in a resealable bag for freshness, making it easy to store and use.

Nutritional Information (per serving):
Calories: Low-calorie beverage, especially when consumed without added sugar or cream.
Fat: Contains negligible fat.
Sugar: Naturally low in sugar, providing a robust flavor without excess sweetness.

Brewing Instructions:
Measure: Use 1-2 tablespoons of coffee per 6-8 ounces of water, adjusting based on your taste preference.
Brew: Can be brewed using a coffee maker, French press, or pour-over method.
Serve: Enjoy hot, or allow to cool for an iced coffee experience.

Storage:
Store in a cool, dry place in an airtight container to maintain freshness. For optimal flavor, consume within a few weeks of opening.
"
Al Ameed Cofee Al-Ameed Dark with Cardamom 250 g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/58.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/59.png,"Al Ameed Coffee - Cardamom combines the rich flavors of high-quality coffee with aromatic cardamom, creating a unique blend that offers a delightful and spicy twist to your regular coffee. This product is perfect for those who enjoy a flavorful and aromatic coffee experience.
",28.57,,"Features:
Flavor Profile: A rich and aromatic blend that harmoniously combines the bold taste of coffee with the distinct spice of cardamom, making it perfect for those who appreciate unique flavors.
Quality Ingredients: Made with high-quality coffee beans blended with cardamom for a premium taste experience.
Versatile Use: Suitable for various brewing methods, including traditional Arabic coffee preparation and other coffee-making techniques.
Convenient Packaging: Comes in a resealable bag to maintain freshness and flavor.

Nutritional Information (per serving):
Calories: Low-calorie beverage, especially when consumed without added sugar or cream.
Fat: Contains negligible fat.
Sugar: Naturally low in sugar, allowing the spices to shine without excess sweetness.

Brewing Instructions:
Measure: Use 1-2 tablespoons of coffee per 6-8 ounces of water, adjusting based on your taste preference.
Brew: Can be brewed using a traditional Arabic coffee pot, French press, or any preferred coffee-making method.
Serve: Best enjoyed hot, with or without sugar, to taste.

Storage:
Store in a cool, dry place in an airtight container to preserve freshness. For optimal flavor, consume within a few weeks of opening.
"
Nescafe Dolce Gusto Cafe Au Lait - 3 X 16 Capsules,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/6.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/60.png,"Nescafe Dolce Gusto Cafe Lait offers a delightful blend of rich coffee and creamy milk, conveniently packaged in capsules designed for use with Dolce Gusto machines. This premium instant coffee solution provides a café-style experience at home, perfect for coffee enthusiasts who enjoy a smooth and balanced cup.
",111.1,81.7,"Product Type: Coffee Capsules
Flavor: Cafe Lait (Coffee with Milk)
Quantity: Each pack contains 16 capsules, suitable for making 8 cups of Cafe Lait.
Compatibility: Designed for use with Nescafe Dolce Gusto coffee machines, ensuring easy and hassle-free preparation.
Taste Profile: Combines the bold flavor of coffee with the creaminess of milk, delivering a well-rounded taste that is both comforting and indulgent.
Brewing Time: Quick and simple preparation; just insert the capsule into the machine, select the size, and enjoy your coffee in minutes.
Serving Suggestions: Ideal for breakfast or as an afternoon pick-me-up. Can be enjoyed as is or enhanced with additional flavors like vanilla or caramel.
Storage: Store capsules in a cool, dry place to maintain freshness and flavor quality.
Caffeine Content: Moderate caffeine level, perfect for those who enjoy coffee without an overwhelming jolt.
Packaging: Capsules are individually sealed to preserve flavor and freshness, making them convenient for everyday use."
"Nescafe Dolce Gusto Espresso Napoli (48 Capsules, 48 Cups)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/61.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/62.png,"Nescafe Espresso Napoli Capsules provide a bold and rich espresso experience, perfect for coffee lovers seeking an authentic Italian-style brew. These capsules are designed for use with Nescafe Dolce Gusto machines, making it easy to enjoy high-quality espresso at home or in the office. The deep, aromatic flavors make each cup a delightful treat.
",70.05,,"Product Type: Espresso Capsules
Flavor Profile: Napoli (Rich and Bold)
Quantity: Each pack contains 16 capsules, designed to make 8 servings of espresso.
Compatibility: Specifically designed for Nescafe Dolce Gusto coffee machines, ensuring optimal brewing performance.
Taste Profile: Offers a robust and intense coffee flavor with a velvety crema, ideal for those who appreciate a strong espresso.
Brewing Time: Quick preparation; simply insert the capsule, select the desired cup size, and enjoy your espresso in moments.
Serving Suggestions: Enjoy it straight, or use it as a base for popular coffee beverages like lattes or cappuccinos.
Storage: Keep capsules in a cool, dry place to ensure the best flavor and freshness.
Caffeine Content: High caffeine content, perfect for a quick energy boost or a rich coffee experience.
Packaging: Each capsule is individually sealed to maintain freshness, aroma, and flavor integrity until you’re ready to brew."
"NESCAFE? DOLCE GUSTO Cafe Au Lait Coffee Capsules - 16 Capsules, Brown",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/63.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/64.png,"Nescafé Dolce Gusto Coffee Capsules offer a convenient way to enjoy a wide variety of high-quality coffee beverages in the comfort of your home. Designed for use with Dolce Gusto coffee machines, these capsules provide a rich and aromatic experience, making it easy to brew café-style drinks at home. With a range of flavors and styles available, you can satisfy any coffee craving with just a simple push of a button.
",34.97,,"Product Type: Coffee Capsules
Variety: Includes a selection of blends, such as espresso, lungo, and specialty coffees.
Quantity: Each pack contains 16 capsules, compatible with Nescafé Dolce Gusto machines.
Compatibility: Designed specifically for Nescafé Dolce Gusto coffee machines, ensuring proper brewing pressure and optimal flavor extraction.
Flavor Profiles: Offers a variety of flavors, including classic espresso, cappuccino, latte macchiato, and more, catering to different preferences.
Preparation: Easy to use; insert the capsule into the machine, select the cup size, and brew your favorite coffee drink in seconds.
Serving Suggestions: Perfect for enjoying as-is or as a base for milk-based drinks, providing versatility for different coffee creations.
Storage: Capsules are best stored in a cool, dry place to maintain freshness and flavor until use.
Environmental Impact: Capsules are made with recyclable materials, supporting eco-friendly practices when properly disposed of."
"Caffè Tiziano Bonini Latte capsules, Dolce Gusto machine compatible 1 Box of 16 capsules 160 grams 8051732621638, Brown",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/65.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/66.png,"Caffè Tiziano Bonini offers a refined coffee experience with its compatible capsules, crafted for coffee lovers who appreciate a rich, full-bodied flavor. These capsules deliver a well-rounded coffee profile, perfect for espresso enthusiasts. The carefully selected blend ensures a satisfying balance between intensity and smoothness, providing an authentic Italian espresso taste.
",35.55,,"Brand: Caffè Tiziano Bonini
Product Type: Compatible Coffee Capsules
Quantity: 100 capsules per pack.
Compatibility: Designed for use with Nespresso coffee machines, offering a convenient way to enjoy high-quality espresso at home.
Blend: A premium blend of Arabica and Robusta beans, selected for their rich and intense flavor.
Roast Level: Medium to dark roast, delivering a deep and bold taste with a lingering finish.
Flavor Profile: The blend features a balanced combination of robust and rich coffee notes with subtle hints of chocolate and nuts, ensuring a satisfying coffee experience.
Packaging: Capsules are individually sealed to preserve the freshness and rich aroma of each serving, providing a consistent taste with every cup.
Storage: To maintain the quality, store in a cool and dry place, away from heat and direct sunlight.
Origin: Sourced from carefully selected coffee-growing regions, ensuring a blend that meets high standards of flavor and quality.
Ideal Use: Perfect for a morning boost or an afternoon treat, these capsules deliver a smooth espresso shot with a rich crema."
Lavazza Qualita Oro Coffee Beans 1Kg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/67.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/68.png,"Lavazza Qualità Oro Coffee Beans bring you an exquisite coffee experience with a rich blend of carefully selected Arabica beans. Known for its refined aroma and smooth, well-balanced flavor, this blend is ideal for those who appreciate a delicate yet full-bodied coffee. It’s perfect for espresso lovers and suitable for a variety of brewing methods, making it a versatile choice for coffee enthusiasts seeking premium quality.
",249.0,,"Brand: Lavazza
Product Name: Qualità Oro Coffee Beans
Quantity: 1 kg pack (1000 grams)
Blend: 100% Arabica, offering a superior taste profile with a balanced acidity and natural sweetness.
Roast Level: Medium roast, providing a perfect balance between a smooth flavor and rich aroma.
Flavor Profile: Features fruity and floral notes with hints of honey and malt, creating a refined and aromatic experience.
Aroma: Delivers a sophisticated and intense aroma, ideal for a rich coffee experience.
Brewing Methods: Suitable for espresso machines, French press, pour-over, and automatic coffee machines, allowing for flexibility in brewing.
Packaging: The beans are packed in a vacuum-sealed bag to preserve freshness and maintain the rich aroma until the last serving.
Storage: Store in a cool, dry place away from heat and sunlight to retain the quality and freshness of the beans.
Ideal Use: Perfect for morning espresso, or any time you want to enjoy a premium-quality coffee with a smooth finish."
"Lavazza Qualita Oro Ground Coffee, 250g - Pack of 1",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/69.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/7.png,"Lavazza Qualità Oro is a premium ground coffee known for its rich and aromatic flavor, crafted to deliver a balanced and refined experience in every cup. This blend is a result of Lavazza's dedication to sourcing high-quality Arabica beans, offering a smooth and rich taste ideal for coffee enthusiasts who appreciate a traditional Italian coffee.
",89.0,79.0,"Brand: Lavazza
Product Name: Qualità Oro Ground Coffee
Quantity: 250 grams
Type: Ground coffee, ready to use in various brewing methods, including espresso machines, moka pots, and French presses.
Flavor Profile: Smooth, aromatic, and delicate with notes of fruit and flowers, delivering a balanced and refined taste.
Aroma: Intense and fragrant, offering a delightful coffee experience with each brew.
Bean Origin: A blend of 100% Arabica beans sourced from Central and South America.
Roast Level: Medium roast, ensuring a well-rounded flavor without bitterness.
Packaging: Sealed in a compact 250g pack to maintain freshness and aroma.
Storage: Store in a cool, dry place after opening to keep the coffee fresh.
Ideal Use: Perfect for those seeking a high-quality, traditional Italian-style coffee at home."
Lavazza Crema E Aroma Coffee Beans 1 kg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/70.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/71.png,"Lavazza Crema e Aroma is a premium blend of coffee beans that captures the essence of Italian coffee culture. This blend is characterized by its rich, full-bodied flavor and velvety crema, making it ideal for espresso lovers and those who appreciate a well-rounded cup of coffee.
",249.0,,"Brand: Lavazza
Product Name: Crema e Aroma
Type: Coffee Beans
Net Weight: 1 kg
Flavor Profile:
Taste: Rich and full-bodied with a smooth finish.
Notes: Notes of chocolate and toasted bread, creating a comforting and balanced flavor.
Origin: A blend of high-quality Arabica and Robusta beans sourced from the best coffee-growing regions.
Brewing Methods: Suitable for espresso machines, French press, and filter coffee makers, offering versatility in preparation.
Crema: Produces a thick and creamy layer on top of your espresso, enhancing the overall experience.
Packaging: Vacuum-sealed bag to maintain freshness and flavor."
"Lavazza Super Crema Whole Bean Coffee Blend, Medium Espresso Roast, 2.2 Pound (Pack of 1)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/72.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/73.png,"Lavazza Super Coffee is a medium-roast espresso blend that combines the rich flavors of high-quality Arabica and Robusta beans. This coffee offers a well-rounded taste and a delightful aroma, making it a perfect choice for espresso lovers who enjoy a balanced cup.
",202.12,,"Brand: Lavazza
Product Name: Super Coffee Medium Espresso
Type: Ground Coffee
Net Weight: 250 g
Flavor Profile:
Taste: Full-bodied with sweet notes and a hint of chocolate.
Aroma: Rich and intense, providing a warm and inviting experience.
Roast Level: Medium roast, enhancing the natural flavors without overpowering.
Brewing Methods: Ideal for espresso machines, Moka pots, and other brewing methods.
Ingredients: A blend of 100% Arabica and Robusta coffee beans.
Packaging: Resealable bag for maintaining freshness"
Coffee Planet French Ground Hazelnut Traditional - 250g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/74.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/75.png,"Coffee Planet French Hazelnut Ground Coffee is a premium blend designed for those who love rich, nutty flavors in their cup. This traditional-style coffee combines the robust essence of quality coffee beans with the sweet, inviting aroma of hazelnut, making it an ideal choice for a satisfying and flavorful brew. It’s perfect for those looking to add a twist of hazelnut goodness to their daily coffee routine.
",80.0,,"Brand: Coffee Planet
Product Name: French Hazelnut Ground Coffee
Quantity: 250 grams
Flavor Profile: Rich, nutty hazelnut flavor, blended with high-quality coffee for a smooth and aromatic experience.
Roast Level: Medium roast, offering a balanced taste that complements the sweet hazelnut notes.
Aroma: Sweet and inviting, with a pronounced hazelnut scent that enhances the coffee's natural richness.
Type: Ground coffee, making it convenient and easy to brew.
Brewing Methods: Suitable for use in drip coffee makers, French press, pour-over, and automatic coffee machines.
Packaging: Sealed to ensure freshness and preserve the rich flavor until the last scoop.
Storage: Store in a cool, dry place away from light and moisture to maintain optimal freshness.
Ideal Use: A great choice for morning cups or as a delightful afternoon treat, offering a unique twist on classic coffee."
Abu auf coffee plain light-200 gm,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/76.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/77.png,"Abu Auf Plain Light Roast Coffee is a quality choice for those who enjoy a lighter coffee flavor with a smooth and subtle taste. Made from carefully selected beans, this coffee is lightly roasted to preserve the natural characteristics of the beans, resulting in a mild and aromatic cup. It’s suitable for daily coffee lovers seeking a refreshing start to their day with a gentle, less intense brew.
",65.0,,"Brand: Abu Auf
Product Name: Plain Light Roast Coffee
Quantity: 200 grams
Roast Level: Light roast, which emphasizes the coffee's natural sweetness and delicate flavors.
Flavor Profile: Mild and smooth, with a balanced body and a hint of natural acidity, making it ideal for those who prefer a more delicate taste.
Aroma: Fresh and subtle, highlighting the lighter side of the coffee's natural aromas.
Type: Ground coffee, offering convenience for easy preparation.
Brewing Methods: Suitable for drip coffee makers, French press, pour-over, and traditional Arabic coffee methods.
Packaging: Comes in a sealed package to maintain freshness and flavor integrity.
Storage: Store in a cool, dry place away from light and moisture to keep the coffee fresh.
Ideal Use: Perfect for a gentle morning brew or any time of the day when you want a lighter coffee option without the intense flavors of darker roasts."
"Cafe Bustelo Espresso Coffee, Espresso Coffee, 283 g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/78.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/79.png,"Café Bustelo Espresso Ground Coffee is a classic choice for lovers of rich, full-bodied espresso. This Latin-inspired coffee blend offers a bold and robust flavor, making it perfect for those who prefer a strong and aromatic cup. It’s ideal for making traditional espresso shots, café con leche, or even iced coffee, delivering a taste that embodies the authentic espresso experience.
",99.0,,"Brand: Café Bustelo
Product Name: Espresso Ground Coffee
Quantity: 283 grams
Roast Level: Dark roast, offering a deep and intense flavor profile.
Flavor Profile: Rich and full-bodied with a robust flavor, featuring a smooth, velvety texture and a slightly smoky aftertaste.
Aroma: Strong, with a rich and inviting scent that highlights its bold espresso nature.
Type: Pre-ground espresso coffee, making it convenient for quick preparation.
Brewing Methods: Suitable for espresso machines, Moka pots, drip coffee makers, and French press.
Packaging: Comes in a vacuum-sealed package to ensure maximum freshness and maintain the bold flavor.
Storage: Store in a cool, dry place to keep the coffee fresh and maintain its intense flavor.
Ideal Use: Perfect for making espresso shots, cappuccinos, lattes, and other espresso-based drinks, as well as a bold morning cup of coffee."
"Café Najjar Coffee Classic Ground Coffee Without Cardamon, 450G",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/8.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/80.png,"Café Najjar Classic is a traditional Lebanese coffee blend, offering a rich and authentic coffee experience without the addition of cardamom. It is designed for those who enjoy the deep, bold flavors of classic Arabic-style coffee. Made from carefully selected coffee beans, this blend is roasted and finely ground to deliver a smooth, intense flavor.
",39.95,,"Brand: Café Najjar
Product Name: Classic Without Cardamom
Quantity: 200 grams
Type: Finely ground coffee, ideal for traditional Arabic coffee preparation.
Flavor Profile: Bold, rich, and robust, with a strong coffee taste that is smooth yet intense.
Aroma: Deep and aromatic, characteristic of Arabic coffee, offering a satisfying coffee scent.
Bean Origin: Sourced from premium coffee-growing regions, roasted to perfection to deliver a consistent taste.
Packaging: Sealed in a compact 200g pack to maintain the coffee's freshness and aroma.
Storage: Keep in a cool, dry place after opening to preserve the flavor.
Ideal Use: Perfect for preparing Arabic coffee using a traditional dallah or a stovetop pot, catering to those who appreciate a pure, unflavored coffee experience."
"Nescafe Mocha Iced Coffee On-the-go 225ml, 12 Cans",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/81.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/82.png,"Nescafé Mocha Iced Coffee combines the rich flavor of coffee with the indulgent taste of chocolate, offering a refreshing and ready-to-drink option. It's a convenient choice for those seeking a quick, cool caffeine fix on the go, blending the creamy notes of mocha with the classic Nescafé coffee taste.
",57.5,,"Brand: Nescafé
Product Name: Mocha Iced Coffee
Size: 225 ml
Flavor: Mocha, combining coffee with chocolate for a rich and creamy taste.
Texture: Smooth and refreshing, designed to be enjoyed chilled.
Packaging: Comes in a compact and easy-to-carry bottle, making it ideal for quick consumption or for taking with you on busy days.
Usage: Best served chilled; shake well before consuming for an even blend of coffee and mocha flavor.
Ideal For: Those who enjoy flavored coffee beverages and want a convenient, ready-to-drink option that offers both caffeine and a touch of sweetness.
Storage: Keep refrigerated after opening to maintain freshness."
Plant Arabic Coffee With Cardamom & Saffron 500 grams Natural No Preservatives,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/83.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/84.png,"Plant Cardamom Saffron Coffee is a unique blend that combines the rich flavors of coffee with aromatic cardamom and saffron, offering a delightful twist to traditional coffee. This blend is perfect for those seeking an exotic and flavorful coffee experience.
",29.0,,"Brand: Plant
Product Name: Cardamom Saffron Coffee
Type: Ground Coffee
Net Weight: 200 g
Flavor Profile:
Taste: A harmonious blend of rich coffee, warm cardamom, and fragrant saffron.
Notes: The spice from cardamom and the distinct aroma of saffron enhance the coffee's natural flavors.
Ingredients: Coffee, cardamom, saffron, and natural preservatives.
Brewing Methods: Suitable for various brewing methods, including French press, espresso machines, and filter coffee makers.
Health Benefits: Cardamom is known for its potential health benefits, including digestive support and antioxidant properties.
Packaging: Resealable pouch to maintain freshness and aroma"
MOVENPICK CAFE CREMA COFFEE BEANS 1000G,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/85.png,,"Mövenpick Crema Coffee Beans are designed for coffee enthusiasts who appreciate a rich, smooth flavor with a velvety crema. These beans are carefully selected and roasted to perfection, offering a luxurious coffee experience that can be enjoyed at home or in professional settings.
",115.0,,"Brand: Mövenpick
Product Name: Crema Coffee Beans
Type: Whole Coffee Beans
Net Weight: 1000 g (1 kg)
Flavor Profile:
Taste: Smooth and creamy with subtle hints of chocolate and nuts.
Aroma: Rich and inviting with a pleasant sweetness.
Roast Level: Medium roast, balancing flavor and acidity for a harmonious cup.
Brewing Methods: Suitable for espresso machines, French press, drip coffee makers, and other brewing methods.
Ingredients: 100% Arabica coffee beans.
Packaging: Resealable bag to maintain freshness."
"Al Khair Instant Classic Coffee, 50 Sticks X 2 G, Brown",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/86.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/87.png,"Al Khair Instant Classic Coffee offers a convenient and quick way to enjoy a rich coffee experience. This instant coffee is crafted for those who appreciate the classic taste of coffee without the need for brewing equipment, making it an ideal choice for busy lifestyles.
",17.94,,"Brand: Al Khair
Product Name: Instant Classic Coffee
Type: Instant Coffee
Net Weight: 100 g
Flavor Profile:
Taste: Smooth and rich, with a balanced flavor that caters to a wide range of palates.
Aroma: Inviting coffee aroma, providing a comforting experience.
Preparation: Just add hot water, stir, and enjoy. No brewing equipment is needed.
Ingredients: Coffee powder.
Packaging: Comes in a resealable pouch to maintain freshness."
AL KHAIR Turkish Coffee bag (Medium roast) 200G,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/88.png,,"KHAIR Turkish Coffee is crafted for those who appreciate the unique taste and preparation method of traditional Turkish coffee. This coffee is a medium roast blend that highlights the rich flavors characteristic of Turkish coffee culture, making it a delightful choice for coffee enthusiasts.
",13.95,10.83,"Brand: KHAIR
Product Name: Turkish Coffee
Roast Level: Medium roast
Quantity: 250g
Coffee Type: Ground coffee, finely milled for traditional preparation.
Flavor Profile:
Smooth and well-balanced with a medium intensity.
Notes of sweetness and a hint of nuttiness.
Preparation Method: Best prepared using a cezve (Turkish coffee pot) to ensure an authentic brewing experience.
Serving Size: Typically served in small cups, allowing for an intimate coffee-drinking experience."
"Oladole Natural Latte Slimming Coffee 15g 10 Packets for Weight Management with Super Ingredients Acai Berry, Raspberry Ketone, Garcinia Cambogia, African Mango, Green Coffee & Tea Extract, Keto Diet",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/89.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/9.png,"Oladole Natural Management Coffee combines the rich taste of coffee with the delightful flavor of raspberry, creating a unique and refreshing beverage. This blend is designed for those who appreciate a fruity twist in their coffee, making it an exciting choice for coffee lovers.
",99.99,,"Brand: Oladole
Product Name: Natural Management Coffee with Raspberry
Type: Instant Coffee with Raspberry Flavor
Net Weight: 100 g
Flavor Profile:
Taste: A harmonious blend of rich coffee and sweet raspberry, offering a unique taste experience.
Aroma: Fruity and aromatic, enhancing the coffee-drinking experience.
Ingredients: Coffee powder, natural raspberry flavoring, and other natural ingredients.
Preparation: Just mix with hot water and stir for an instant coffee experience infused with raspberry flavor.
Benefits: This coffee is crafted to provide a flavorful experience while potentially offering health benefits associated with natural raspberry ingredients."
"Cofique Iced Coffee Hazelnut, 10 Sachets x 24 gm (Pack of 1)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/90.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/91.png,"Cofique Iced Coffee Hazelnut Sachets provide a convenient and delicious way to enjoy iced coffee at home or on the go. The hazelnut flavor adds a delightful nutty sweetness to the refreshing coffee blend, making it an ideal choice for coffee lovers who enjoy flavored iced drinks.
",35.5,,"Brand: Cofique
Product Name: Iced Coffee Hazelnut
Form: Sachets
Quantity: 10 sachets per pack
Flavor Profile:
Rich hazelnut flavor paired with smooth coffee.
Balanced sweetness, making it enjoyable without extra additives.
Preparation:
Simply mix the contents of a sachet with cold water or milk and ice for a quick iced coffee.
Ideal For:
Perfect for warm days, on-the-go coffee lovers, or as a refreshing afternoon treat.
Great for those who enjoy flavored coffee drinks without the need for complicated brewing methods."
L'OR Espresso Coffee - Decaffeinato - Core-Decaf Collection - Intensity 9 - Dark Roast- 10 Aluminium Capsules Compatible with Nespresso Machine (Pack of 1),https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/92.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/93.png,"L'OR Espresso Coffee Decaffeinato Core Decaf offers a smooth and balanced coffee experience without the caffeine. This decaffeinated blend retains rich flavors and aromas, making it an excellent choice for coffee lovers who wish to enjoy a cup at any time of the day.
",27.0,25.15,"Brand: L'OR
Product Name: Espresso Coffee Decaffeinato Core Decaf
Form: Espresso Pods
Quantity: 10 pods per pack
Flavor Profile:
Smooth, rich taste with balanced notes.
Retains the classic espresso richness while being decaffeinated.
Compatibility:
Designed for use with Nespresso machines, compatible with OriginalLine systems.
Preparation:
Brewed as a single espresso shot (1.35oz) for a concentrated flavor experience.
Ideal For:
Perfect for those looking to reduce caffeine intake without sacrificing taste.
Enjoyable any time of day, whether as a morning pick-me-up or an evening treat."
PELLINI ESPRESSO GUSTO BAR N. 46 CREMOSO (2x250g) - Ground Coffee,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/94.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/95.png,"PELLINI ESPRESSO GUSTO CREMOSO is a premium Italian coffee that delivers a rich and creamy espresso experience. This blend is crafted to offer a full-bodied flavor profile with a velvety texture, perfect for espresso lovers seeking a smooth and satisfying cup.
",89.0,,"Brand: Pellini
Product Name: Espresso Gusto Cremoso
Form: Ground Coffee
Quantity: 2 x 250g packages (total 500g)
Flavor Profile:
Rich, creamy texture with a balanced and smooth taste.
Notes of chocolate and a hint of sweetness for a well-rounded flavor.
Roast Level: Medium roast, enhancing the coffee's natural flavors while providing a pleasant aroma.
Ideal For:
Espresso machines, moka pots, or French presses.
Great for enjoying straight or as a base for milk-based beverages like lattes and cappuccinos."
"Pellini Gran Aroma Capsules, Pack of 10 (100 capsules)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/96.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/97.png,"Pellini Gran Aroma Capsules are specially crafted coffee capsules designed to deliver a rich and aromatic espresso experience. These capsules are compatible with most coffee machines, making it easy to enjoy a barista-quality coffee at home.
",349.0,,"Brand: Pellini
Product Name: Gran Aroma Capsules
Quantity: 10 capsules per pack
Compatibility: Suitable for Nespresso machines (Original Line)
Flavor Profile:
Intense aroma with a smooth, balanced taste.
Notes of chocolate and caramel, providing a delightful sweetness.
Roast Level: Medium roast, ensuring a well-rounded flavor and pleasant aftertaste.
Brewing Size: Designed for a standard espresso shot (approx. 40 ml).
Ingredients: 100% Arabica coffee for a high-quality espresso experience."
